url	repository_url	labels_url	comments_url	events_url	html_url	id	node_id	number	title	user	labels	state	locked	assignee	assignees	milestone	comments	created_at	updated_at	closed_at	author_association	active_lock_reason	body	reactions	timeline_url	performed_via_github_app	state_reason
https://api.github.com/repos/wmde/LOSH-Frontend/issues/130	https://api.github.com/repos/wmde/LOSH-Frontend	https://api.github.com/repos/wmde/LOSH-Frontend/issues/130/labels{/name}	https://api.github.com/repos/wmde/LOSH-Frontend/issues/130/comments	https://api.github.com/repos/wmde/LOSH-Frontend/issues/130/events	https://github.com/wmde/LOSH-Frontend/issues/130	1278546164	I_kwDOFr_Chc5MNRD0	130	OSHWA missing in list of `repo hosts`	[object Object]		open	false	null		null	0	2022-06-21T14:34:43Z	2022-06-21T14:34:43Z	null	NONE	null	may be a crawler-related issue, since [repoHost property](https://losh.ose-germany.de/wiki/Property:P112) is missing for OSHWA projects, e.g. https://losh.ose-germany.de/wiki/Item:Q15071	[object Object]	https://api.github.com/repos/wmde/LOSH-Frontend/issues/130/timeline	null	null
https://api.github.com/repos/wmde/LOSH-Frontend/issues/129	https://api.github.com/repos/wmde/LOSH-Frontend	https://api.github.com/repos/wmde/LOSH-Frontend/issues/129/labels{/name}	https://api.github.com/repos/wmde/LOSH-Frontend/issues/129/comments	https://api.github.com/repos/wmde/LOSH-Frontend/issues/129/events	https://github.com/wmde/LOSH-Frontend/issues/129	1278404264	I_kwDOFr_Chc5MMuao	129	`go to repo` of version-specific page points to generic repo	[object Object]		open	false	null		null	0	2022-06-21T12:51:55Z	2022-06-21T12:51:55Z	null	NONE	null	if project detail pages are version-specific, I'd expect to view the project's repository at that specific version. instead it always points to the latest (stable?) version of the repository	[object Object]	https://api.github.com/repos/wmde/LOSH-Frontend/issues/129/timeline	null	null
https://api.github.com/repos/wmde/LOSH-Frontend/issues/128	https://api.github.com/repos/wmde/LOSH-Frontend	https://api.github.com/repos/wmde/LOSH-Frontend/issues/128/labels{/name}	https://api.github.com/repos/wmde/LOSH-Frontend/issues/128/comments	https://api.github.com/repos/wmde/LOSH-Frontend/issues/128/events	https://github.com/wmde/LOSH-Frontend/pull/128	1275020982	PR_kwDOFr_Chc452lec	128	Style Organization filter box as other dropdowns	[object Object]		open	false	null		null	0	2022-06-17T13:17:29Z	2022-06-17T13:17:53Z	null	MEMBER	null	false	[object Object]	## Description

Styles the "placeholder" text and the dropdown arrow icon so it does not look greyed out like the filter field was disabled.
Makes the Organization filter field look like other filters.

## Related Issues

Addresses the Usability Issue number 5.	[object Object]	https://api.github.com/repos/wmde/LOSH-Frontend/issues/128/timeline	null	null
https://api.github.com/repos/wmde/LOSH-Frontend/issues/127	https://api.github.com/repos/wmde/LOSH-Frontend	https://api.github.com/repos/wmde/LOSH-Frontend/issues/127/labels{/name}	https://api.github.com/repos/wmde/LOSH-Frontend/issues/127/comments	https://api.github.com/repos/wmde/LOSH-Frontend/issues/127/events	https://github.com/wmde/LOSH-Frontend/pull/127	1264712994	PR_kwDOFr_Chc45UV0W	127	Minor changes to the filter and search form	[object Object]		open	false	null		null	0	2022-06-08T13:03:40Z	2022-06-08T13:03:40Z	null	MEMBER	null	false	[object Object]	## Description

Adds labels to filter fields and makes labels above the fields (also for the search field). Additionally makes the organizations in the filter field sorted alphabetically so it is easier to find the right option when scrolling through the list.
Uses full word "repository" in the new elements, preparing for the wider change from "repo" to "repository".

## Related Issues

Addresses Usability Issues #4, #7, and #8.	[object Object]	https://api.github.com/repos/wmde/LOSH-Frontend/issues/127/timeline	null	null
https://api.github.com/repos/wmde/LOSH-Frontend/issues/126	https://api.github.com/repos/wmde/LOSH-Frontend	https://api.github.com/repos/wmde/LOSH-Frontend/issues/126/labels{/name}	https://api.github.com/repos/wmde/LOSH-Frontend/issues/126/comments	https://api.github.com/repos/wmde/LOSH-Frontend/issues/126/events	https://github.com/wmde/LOSH-Frontend/pull/126	1264377252	PR_kwDOFr_Chc45TNpH	126	Sort organization names in the filter dropdown alphabetically	[object Object]		open	false	null		null	0	2022-06-08T08:22:26Z	2022-06-17T13:09:21Z	null	MEMBER	null	false	[object Object]	## Description

Sorts the names in the organization filter so it is easier to find the wanted organization when scrolling through the full/partial list.

## Related Issues

Addresses Usability Issue #20
	[object Object]	https://api.github.com/repos/wmde/LOSH-Frontend/issues/126/timeline	null	null
